id,title,description,availability,condition,link,image_link,brand,color,material,pattern,size,google_product_category,fb_product_category,gender,age_group,sale price,price
B1-00K-001-01,Red Floral Kurta,Red Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Red+Floral+Kurta?id=1,https://www.zingclothing.in/aalam/stock/item/1/image/_/face-img,Zing,Red,Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,696.0 INR,870.0 INR
B1-00K-001-02,Red Floral Kurta,Red Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Red+Floral+Kurta?id=2,https://www.zingclothing.in/aalam/stock/item/2/image/_/face-img,Zing,Red,Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,696.0 INR,870.0 INR
B1-00K-001-03,Red Floral Kurta,Red Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Red+Floral+Kurta?id=3,https://www.zingclothing.in/aalam/stock/item/3/image/_/face-img,Zing,Red,Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,696.0 INR,870.0 INR
B1-00K-001-04,Red Floral Kurta,Red Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Red+Floral+Kurta?id=4,https://www.zingclothing.in/aalam/stock/item/4/image/_/face-img,Zing,Red,Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,696.0 INR,870.0 INR
B1-00K-001-05,Red Floral Kurta,Red Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Red+Floral+Kurta?id=5,https://www.zingclothing.in/aalam/stock/item/5/image/_/face-img,Zing,Red,Cotton,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,696.0 INR,870.0 INR
B1-00K-001-06,Red Floral Kurta,Red Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Red+Floral+Kurta?id=6,https://www.zingclothing.in/aalam/stock/item/6/image/_/face-img,Zing,Red,Cotton,Floral,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,696.0 INR,870.0 INR
B1-00K-002-01,Green Pink Floral Sleeveless Kurta,Green Pink Floral Sleeveless Kurta,out of stock,new,https://www.zingclothing.in/store/item/Green+Pink+Floral+Sleeveless+Kurta?id=7,https://www.zingclothing.in/aalam/stock/item/7/image/_/face-img,Zing,Green,Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-002-02,Green Pink Floral Sleeveless Kurta,Green Pink Floral Sleeveless Kurta,out of stock,new,https://www.zingclothing.in/store/item/Green+Pink+Floral+Sleeveless+Kurta?id=8,https://www.zingclothing.in/aalam/stock/item/8/image/_/face-img,Zing,Green,Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-002-03,Green Pink Floral Sleeveless Kurta,Green Pink Floral Sleeveless Kurta,out of stock,new,https://www.zingclothing.in/store/item/Green+Pink+Floral+Sleeveless+Kurta?id=9,https://www.zingclothing.in/aalam/stock/item/9/image/_/face-img,Zing,Green,Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-002-04,Green Pink Floral Sleeveless Kurta,Green Pink Floral Sleeveless Kurta,out of stock,new,https://www.zingclothing.in/store/item/Green+Pink+Floral+Sleeveless+Kurta?id=10,https://www.zingclothing.in/aalam/stock/item/10/image/_/face-img,Zing,Green,Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-003-01,Violet Silver Stripes Kurta-Take It and Go - Sale,Violet Silver Stripes Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Violet+Silver+Stripes+Kurta?id=11,https://www.zingclothing.in/aalam/stock/item/11/image/_/face-img,Zing,Purple,Cotton,Stripes,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,693.0 INR,1260.0 INR
B1-00K-003-02,Violet Silver Stripes Kurta-Take It and Go - Sale,Violet Silver Stripes Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Violet+Silver+Stripes+Kurta?id=12,https://www.zingclothing.in/aalam/stock/item/12/image/_/face-img,Zing,Purple,Cotton,Stripes,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,693.0 INR,1260.0 INR
B1-00K-003-03,Violet Silver Stripes Kurta-Take It and Go - Sale,Violet Silver Stripes Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Violet+Silver+Stripes+Kurta?id=13,https://www.zingclothing.in/aalam/stock/item/13/image/_/face-img,Zing,Purple,Cotton,Stripes,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,693.0 INR,1260.0 INR
B1-00K-003-04,Violet Silver Stripes Kurta-Take It and Go - Sale,Violet Silver Stripes Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Violet+Silver+Stripes+Kurta?id=14,https://www.zingclothing.in/aalam/stock/item/14/image/_/face-img,Zing,Purple,Cotton,Stripes,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,693.0 INR,1260.0 INR
B1-00K-003-05,Violet Silver Stripes Kurta-Take It and Go - Sale,Violet Silver Stripes Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Violet+Silver+Stripes+Kurta?id=15,https://www.zingclothing.in/aalam/stock/item/15/image/_/face-img,Zing,Purple,Cotton,Stripes,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,693.0 INR,1260.0 INR
B1-00K-004-01 - 1,Navy Blue Sleeveless Kurta - 1,Navy Blue Sleeveless Kurta - 1,out of stock,new,https://www.zingclothing.in/store/item/Navy+Blue+Sleeveless+Kurta+-+1?id=16,https://www.zingclothing.in/aalam/stock/item/16/image/_/face-img,Zing,Blue,Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-004-02 - 1,Navy Blue Sleeveless Kurta - 1,Navy Blue Sleeveless Kurta - 1,out of stock,new,https://www.zingclothing.in/store/item/Navy+Blue+Sleeveless+Kurta+-+1?id=17,https://www.zingclothing.in/aalam/stock/item/17/image/_/face-img,Zing,Blue,Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-004-03 - 1,Navy Blue Sleeveless Kurta - 1,Navy Blue Sleeveless Kurta - 1,out of stock,new,https://www.zingclothing.in/store/item/Navy+Blue+Sleeveless+Kurta+-+1?id=18,https://www.zingclothing.in/aalam/stock/item/18/image/_/face-img,Zing,Blue,Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-004-04 - 1,Navy Blue Sleeveless Kurta - 1,Navy Blue Sleeveless Kurta - 1,out of stock,new,https://www.zingclothing.in/store/item/Navy+Blue+Sleeveless+Kurta+-+1?id=19,https://www.zingclothing.in/aalam/stock/item/19/image/_/face-img,Zing,Blue,Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-004-05 - 1,Navy Blue Sleeveless Kurta - 1,Navy Blue Sleeveless Kurta - 1,out of stock,new,https://www.zingclothing.in/store/item/Navy+Blue+Sleeveless+Kurta+-+1?id=20,https://www.zingclothing.in/aalam/stock/item/20/image/_/face-img,Zing,Blue,Cotton,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-004-06 - 1,Navy Blue Sleeveless Kurta - 1,Navy Blue Sleeveless Kurta - 1,out of stock,new,https://www.zingclothing.in/store/item/Navy+Blue+Sleeveless+Kurta+-+1?id=21,https://www.zingclothing.in/aalam/stock/item/21/image/_/face-img,Zing,Blue,Cotton,Floral,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-005-01,Lime Pink Floral Kurta-Take It and Go - Sale,Lime Pink Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Lime+Pink+Floral+Kurta?id=22,https://www.zingclothing.in/aalam/stock/item/22/image/_/face-img,Zing,"Green,Pink",Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-005-02,Lime Pink Floral Kurta-Take It and Go - Sale,Lime Pink Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Lime+Pink+Floral+Kurta?id=23,https://www.zingclothing.in/aalam/stock/item/23/image/_/face-img,Zing,"Green,Pink",Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-005-03,Lime Pink Floral Kurta-Take It and Go - Sale,Lime Pink Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Lime+Pink+Floral+Kurta?id=24,https://www.zingclothing.in/aalam/stock/item/24/image/_/face-img,Zing,"Pink,Green",Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-005-04,Lime Pink Floral Kurta-Take It and Go - Sale,Lime Pink Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Lime+Pink+Floral+Kurta?id=25,https://www.zingclothing.in/aalam/stock/item/25/image/_/face-img,Zing,"Green,Pink",Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-005-05,Lime Pink Floral Kurta-Take It and Go - Sale,Lime Pink Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Lime+Pink+Floral+Kurta?id=26,https://www.zingclothing.in/aalam/stock/item/26/image/_/face-img,Zing,"Pink,Green",Cotton,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-005-06,Lime Pink Floral Kurta-Take It and Go - Sale,Lime Pink Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Lime+Pink+Floral+Kurta?id=27,https://www.zingclothing.in/aalam/stock/item/27/image/_/face-img,Zing,"Green,Pink",Cotton,Floral,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-006-01,Black Geometric Kurta-Take It and Go - Sale,Black Geometric Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Black+Geometric+Kurta?id=28,https://www.zingclothing.in/aalam/stock/item/28/image/_/face-img,Zing,Black,Cotton,Geometric,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,561.0 INR,1020.0 INR
B1-00K-006-02,Black Geometric Kurta-Take It and Go - Sale,Black Geometric Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Black+Geometric+Kurta?id=29,https://www.zingclothing.in/aalam/stock/item/29/image/_/face-img,Zing,Black,Cotton,Geometric,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,561.0 INR,1020.0 INR
B1-00K-006-03,Black Geometric Kurta-Take It and Go - Sale,Black Geometric Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Black+Geometric+Kurta?id=30,https://www.zingclothing.in/aalam/stock/item/30/image/_/face-img,Zing,Black,Cotton,Geometric,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,561.0 INR,1020.0 INR
B1-00K-006-04,Black Geometric Kurta-Take It and Go - Sale,Black Geometric Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Black+Geometric+Kurta?id=31,https://www.zingclothing.in/aalam/stock/item/31/image/_/face-img,Zing,Black,Cotton,Geometric,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,561.0 INR,1020.0 INR
B1-00K-006-05,Black Geometric Kurta-Take It and Go - Sale,Black Geometric Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Black+Geometric+Kurta?id=32,https://www.zingclothing.in/aalam/stock/item/32/image/_/face-img,Zing,Black,Cotton,Geometric,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,561.0 INR,1020.0 INR
B1-00K-006-06,Black Geometric Kurta-Take It and Go - Sale,Black Geometric Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Black+Geometric+Kurta?id=33,https://www.zingclothing.in/aalam/stock/item/33/image/_/face-img,Zing,Black,Cotton,Geometric,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,561.0 INR,1020.0 INR
B1-00K-007-01,Soft Pink Floral Kurta,Soft Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Soft+Pink+Floral+Kurta?id=34,https://www.zingclothing.in/aalam/stock/item/34/image/_/face-img,Zing,Pink,Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-007-02,Soft Pink Floral Kurta,Soft Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Soft+Pink+Floral+Kurta?id=35,https://www.zingclothing.in/aalam/stock/item/35/image/_/face-img,Zing,Pink,Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-007-03,Soft Pink Floral Kurta,Soft Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Soft+Pink+Floral+Kurta?id=36,https://www.zingclothing.in/aalam/stock/item/36/image/_/face-img,Zing,Pink,Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-007-04,Soft Pink Floral Kurta,Soft Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Soft+Pink+Floral+Kurta?id=37,https://www.zingclothing.in/aalam/stock/item/37/image/_/face-img,Zing,Pink,Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-007-05,Soft Pink Floral Kurta,Soft Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Soft+Pink+Floral+Kurta?id=38,https://www.zingclothing.in/aalam/stock/item/38/image/_/face-img,Zing,Pink,Cotton,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-007-06,Soft Pink Floral Kurta,Soft Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Soft+Pink+Floral+Kurta?id=39,https://www.zingclothing.in/aalam/stock/item/39/image/_/face-img,Zing,Pink,Cotton,Floral,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-008-01 - 1,Pastel Pink Floral Kurta,Pastel Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Pastel+Pink+Floral+Kurta?id=40,https://www.zingclothing.in/aalam/stock/item/40/image/_/face-img,Zing,Pink,Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,559.0 INR,860.0 INR
B1-00K-008-02 - 1,Pastel Pink Floral Kurta,Pastel Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Pastel+Pink+Floral+Kurta?id=41,https://www.zingclothing.in/aalam/stock/item/41/image/_/face-img,Zing,Pink,Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,559.0 INR,860.0 INR
B1-00K-008-03 - 1,Pastel Pink Floral Kurta,Pastel Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Pastel+Pink+Floral+Kurta?id=42,https://www.zingclothing.in/aalam/stock/item/42/image/_/face-img,Zing,Pink,Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,559.0 INR,860.0 INR
B1-00K-008-04 - 1,Pastel Pink Floral Kurta,Pastel Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Pastel+Pink+Floral+Kurta?id=43,https://www.zingclothing.in/aalam/stock/item/43/image/_/face-img,Zing,Pink,Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,559.0 INR,860.0 INR
B1-00K-008-05 - 1,Pastel Pink Floral Kurta,Pastel Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Pastel+Pink+Floral+Kurta?id=44,https://www.zingclothing.in/aalam/stock/item/44/image/_/face-img,Zing,Pink,Cotton,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,559.0 INR,860.0 INR
B1-00K-008-06 - 1,Pastel Pink Floral Kurta,Pastel Pink Floral Kurta,out of stock,new,https://www.zingclothing.in/store/item/Pastel+Pink+Floral+Kurta?id=45,https://www.zingclothing.in/aalam/stock/item/45/image/_/face-img,Zing,Pink,Cotton,Floral,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,559.0 INR,860.0 INR
B1-00K-009-01,Olive Floral Kurta-Take It and Go - Sale,Olive Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Olive+Floral+Kurta?id=46,https://www.zingclothing.in/aalam/stock/item/46/image/_/face-img,Zing,Green,Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-009-02,Olive Floral Kurta-Take It and Go - Sale,Olive Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Olive+Floral+Kurta?id=47,https://www.zingclothing.in/aalam/stock/item/47/image/_/face-img,Zing,Green,Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-009-03,Olive Floral Kurta-Take It and Go - Sale,Olive Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Olive+Floral+Kurta?id=48,https://www.zingclothing.in/aalam/stock/item/48/image/_/face-img,Zing,Green,Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-009-04,Olive Floral Kurta-Take It and Go - Sale,Olive Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Olive+Floral+Kurta?id=49,https://www.zingclothing.in/aalam/stock/item/49/image/_/face-img,Zing,Green,Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-009-05,Olive Floral Kurta-Take It and Go - Sale,Olive Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Olive+Floral+Kurta?id=50,https://www.zingclothing.in/aalam/stock/item/50/image/_/face-img,Zing,Green,Cotton,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-009-06,Olive Floral Kurta-Take It and Go - Sale,Olive Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Olive+Floral+Kurta?id=51,https://www.zingclothing.in/aalam/stock/item/51/image/_/face-img,Zing,Green,Cotton,Floral,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,627.0 INR,1140.0 INR
B1-00K-010-01 - 1,Peach Blush Handloom Kurta,Peach Blush Handloom Kurta,out of stock,new,https://www.zingclothing.in/store/item/Peach+Blush+Handloom+Kurta?id=52,https://www.zingclothing.in/aalam/stock/item/52/image/_/face-img,Zing,Pink,Cotton,Stripes,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,594.0 INR,1080.0 INR
B1-00K-010-02 - 1,Peach Blush Handloom Kurta,Peach Blush Handloom Kurta,out of stock,new,https://www.zingclothing.in/store/item/Peach+Blush+Handloom+Kurta?id=53,https://www.zingclothing.in/aalam/stock/item/53/image/_/face-img,Zing,Pink,Cotton,Stripes,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,594.0 INR,1080.0 INR
B1-00K-010-03 - 1,Peach Blush Handloom Kurta,Peach Blush Handloom Kurta,out of stock,new,https://www.zingclothing.in/store/item/Peach+Blush+Handloom+Kurta?id=54,https://www.zingclothing.in/aalam/stock/item/54/image/_/face-img,Zing,Pink,Cotton,Stripes,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,594.0 INR,1080.0 INR
B1-00K-010-04 - 1,Peach Blush Handloom Kurta,Peach Blush Handloom Kurta,out of stock,new,https://www.zingclothing.in/store/item/Peach+Blush+Handloom+Kurta?id=55,https://www.zingclothing.in/aalam/stock/item/55/image/_/face-img,Zing,Pink,Cotton,Stripes,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,594.0 INR,1080.0 INR
B1-00K-010-05 - 1,Peach Blush Handloom Kurta,Peach Blush Handloom Kurta,out of stock,new,https://www.zingclothing.in/store/item/Peach+Blush+Handloom+Kurta?id=56,https://www.zingclothing.in/aalam/stock/item/56/image/_/face-img,Zing,Pink,Cotton,Stripes,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,594.0 INR,1080.0 INR
B1-00K-010-06 - 1,Peach Blush Handloom Kurta,Peach Blush Handloom Kurta,out of stock,new,https://www.zingclothing.in/store/item/Peach+Blush+Handloom+Kurta?id=57,https://www.zingclothing.in/aalam/stock/item/57/image/_/face-img,Zing,Pink,Cotton,Stripes,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,594.0 INR,1080.0 INR
B1-00K-011-01,Cream Floral A-line Kurta,Cream Floral A-line Kurta,out of stock,new,https://www.zingclothing.in/store/item/Cream+Floral+A-line+Kurta?id=58,https://www.zingclothing.in/aalam/stock/item/58/image/_/face-img,Zing,"Beige,Pink",Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,896.0 INR,1120.0 INR
B1-00K-011-02,Cream Floral A-line Kurta,Cream Floral A-line Kurta,out of stock,new,https://www.zingclothing.in/store/item/Cream+Floral+A-line+Kurta?id=59,https://www.zingclothing.in/aalam/stock/item/59/image/_/face-img,Zing,"Beige,Pink",Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,896.0 INR,1120.0 INR
B1-00K-011-03,Cream Floral A-line Kurta,Cream Floral A-line Kurta,out of stock,new,https://www.zingclothing.in/store/item/Cream+Floral+A-line+Kurta?id=60,https://www.zingclothing.in/aalam/stock/item/60/image/_/face-img,Zing,"Pink,Beige",Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,896.0 INR,1120.0 INR
B1-00K-011-04,Cream Floral A-line Kurta,Cream Floral A-line Kurta,out of stock,new,https://www.zingclothing.in/store/item/Cream+Floral+A-line+Kurta?id=61,https://www.zingclothing.in/aalam/stock/item/61/image/_/face-img,Zing,"Beige,Pink",Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,896.0 INR,1120.0 INR
B1-00K-011-05,Cream Floral A-line Kurta,Cream Floral A-line Kurta,out of stock,new,https://www.zingclothing.in/store/item/Cream+Floral+A-line+Kurta?id=62,https://www.zingclothing.in/aalam/stock/item/62/image/_/face-img,Zing,"Pink,Beige",Cotton,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,896.0 INR,1120.0 INR
B1-00K-011-06,Cream Floral A-line Kurta,Cream Floral A-line Kurta,out of stock,new,https://www.zingclothing.in/store/item/Cream+Floral+A-line+Kurta?id=63,https://www.zingclothing.in/aalam/stock/item/63/image/_/face-img,Zing,"Beige,Pink",Cotton,Floral,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,896.0 INR,1120.0 INR
B1-00K-012-01,Teal Floral Kurta-Take It and Go - Sale,Teal Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Teal+Floral+Kurta?id=64,https://www.zingclothing.in/aalam/stock/item/64/image/_/face-img,Zing,"Blue,Green",Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,495.0 INR,900.0 INR
B1-00K-012-02,Teal Floral Kurta-Take It and Go - Sale,Teal Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Teal+Floral+Kurta?id=65,https://www.zingclothing.in/aalam/stock/item/65/image/_/face-img,Zing,"Green,Blue",Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,495.0 INR,900.0 INR
B1-00K-012-03,Teal Floral Kurta-Take It and Go - Sale,Teal Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Teal+Floral+Kurta?id=66,https://www.zingclothing.in/aalam/stock/item/66/image/_/face-img,Zing,"Blue,Green",Cotton,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,495.0 INR,900.0 INR
B1-00K-012-04,Teal Floral Kurta-Take It and Go - Sale,Teal Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Teal+Floral+Kurta?id=67,https://www.zingclothing.in/aalam/stock/item/67/image/_/face-img,Zing,"Green,Blue",Cotton,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,495.0 INR,900.0 INR
B1-00K-012-05,Teal Floral Kurta-Take It and Go - Sale,Teal Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Teal+Floral+Kurta?id=68,https://www.zingclothing.in/aalam/stock/item/68/image/_/face-img,Zing,"Blue,Green",Cotton,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,495.0 INR,900.0 INR
B1-00K-012-06,Teal Floral Kurta-Take It and Go - Sale,Teal Floral Kurta-Take It and Go - Sale,out of stock,new,https://www.zingclothing.in/store/item/Teal+Floral+Kurta?id=69,https://www.zingclothing.in/aalam/stock/item/69/image/_/face-img,Zing,"Green,Blue",Cotton,Floral,2XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,495.0 INR,900.0 INR
B1-00K-013-01 - 1,Blue Daisy Sleeveless Kurta - 1,Blue Daisy Sleeveless Kurta - 1,out of stock,new,https://www.zingclothing.in/store/item/Blue+Daisy+Sleeveless+Kurta+-+1?id=70,https://www.zingclothing.in/aalam/stock/item/70/image/_/face-img,Zing,Blue,Cotton,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
B1-00K-013-02 - 1,Blue Daisy Sleeveless Kurta - 1,Blue Daisy Sleeveless Kurta - 1,out of stock,new,https://www.zingclothing.in/store/item/Blue+Daisy+Sleeveless+Kurta+-+1?id=71,https://www.zingclothing.in/aalam/stock/item/71/image/_/face-img,Zing,Blue,Cotton,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,548.0 INR,685.0 INR
